date,total_value,cash,positions_value,returns,returns_pct,benchmark_price,benchmark_value,benchmark_returns_pct,excess_returns_pct,daily_returns
2025-02-05 15:00:00,100000.0,100000.0,0.0,0.0,0.0,3795.0848,100000.0,0.0,0.0,
2025-02-06 15:00:00,100000.0,100000.0,0.0,0.0,0.0,3842.8314,101258.11681467565,1.2581168146756472,-1.2581168146756472,0.0
2025-02-07 15:00:00,100000.0,100000.0,0.0,0.0,0.0,3892.7028,102572.22183809963,2.572221838099642,-2.572221838099642,0.0
2025-02-10 15:00:00,100000.0,100000.0,0.0,0.0,0.0,3901.0618,102792.48042099085,2.7924804209908505,-2.7924804209908505,0.0
2025-02-11 15:00:00,100000.0,100000.0,0.0,0.0,0.0,3883.1352,102320.11679949812,2.3201167994981287,-2.3201167994981287,0.0
2025-02-12 15:00:00,100000.0,100000.0,0.0,0.0,0.0,3919.8617,103287.85538599822,3.2878553859982285,-3.2878553859982285,0.0
2025-02-13 15:00:00,100000.0,100000.0,0.0,0.0,0.0,3905.1398,102899.93520039394,2.8999352003939327,-2.8999352003939327,0.0
2025-02-14 15:00:00,100000.0,100000.0,0.0,0.0,0.0,3939.0085,103792.37112172038,3.7923711217203726,-3.7923711217203726,0.0
2025-02-17 15:00:00,100000.0,100000.0,0.0,0.0,0.0,3947.3983,104013.44128067968,4.013441280679686,-4.013441280679686,0.0
2025-02-18 15:00:00,100000.0,100000.0,0.0,0.0,0.0,3912.7829,103101.32990967685,3.101329909676842,-3.101329909676842,0.0
2025-02-19 15:00:00,100000.0,100000.0,0.0,0.0,0.0,3940.1602,103822.71826969452,3.822718269694514,-3.822718269694514,0.0
2025-02-20 15:00:00,100000.0,100000.0,0.0,0.0,0.0,3928.8959,103525.9054026935,3.5259054026935077,-3.5259054026935077,0.0
2025-02-21 15:00:00,100000.0,100000.0,0.0,0.0,0.0,3978.444,104831.49151238991,4.831491512389907,-4.831491512389907,0.0
2025-02-24 15:00:00,100000.0,100000.0,0.0,0.0,0.0,3969.7169,104601.5335414903,4.601533541490288,-4.601533541490288,0.0
2025-02-25 15:00:00,100000.0,100000.0,0.0,0.0,0.0,3925.6505,103440.38952700082,3.440389527000831,-3.440389527000831,0.0
2025-02-26 15:00:00,100000.0,100000.0,0.0,0.0,0.0,3959.9413,104343.94772944204,4.343947729442044,-4.343947729442044,0.0
2025-02-27 15:00:00,100000.0,100000.0,0.0,0.0,0.0,3968.1159,104559.34739587373,4.559347395873736,-4.559347395873736,0.0
2025-02-28 15:00:00,100000.0,100000.0,0.0,0.0,0.0,3890.0487,102502.28664192167,2.5022866419216694,-2.5022866419216694,0.0
