时间,标的,数量,价格,金额,手续费,印花税,总费用,方向
2024-01-22 09:30:00,511880.XSHG,900,100.209,90188.1,27.06,0.0,27.06,买入
2024-01-23 09:30:00,511880.XSHG,-900,100.217,90195.3,27.06,0.0,27.06,卖出
2024-01-23 09:30:00,511880.XSHG,900,100.217,90195.3,27.06,0.0,27.06,买入
2024-01-24 09:30:00,511880.XSHG,-900,100.216,90194.4,27.06,0.0,27.06,卖出
2024-01-24 09:30:00,511880.XSHG,900,100.216,90194.4,27.06,0.0,27.06,买入
2024-01-25 09:30:00,511880.XSHG,-900,100.218,90196.2,27.06,0.0,27.06,卖出
2024-01-25 09:30:00,511880.XSHG,900,100.218,90196.2,27.06,0.0,27.06,买入
2024-01-26 09:30:00,511880.XSHG,-900,100.225,90202.5,27.06,0.0,27.06,卖出
2024-01-26 09:30:00,511880.XSHG,900,100.225,90202.5,27.06,0.0,27.06,买入
2024-01-29 09:30:00,511880.XSHG,-900,100.239,90215.1,27.06,0.0,27.06,卖出
2024-01-29 09:30:00,511880.XSHG,900,100.239,90215.1,27.06,0.0,27.06,买入
2024-01-30 09:30:00,511880.XSHG,-900,100.246,90221.4,27.07,0.0,27.07,卖出
2024-01-30 09:30:00,511880.XSHG,900,100.246,90221.4,27.07,0.0,27.07,买入
2024-01-31 09:30:00,511880.XSHG,-900,100.254,90228.6,27.07,0.0,27.07,卖出
2024-01-31 09:30:00,511880.XSHG,900,100.254,90228.6,27.07,0.0,27.07,买入
2024-02-01 09:30:00,511880.XSHG,-900,100.262,90235.8,27.07,0.0,27.07,卖出
2024-02-01 09:30:00,511880.XSHG,900,100.262,90235.8,27.07,0.0,27.07,买入
2024-02-02 09:30:00,511880.XSHG,-900,100.275,90247.5,27.07,0.0,27.07,卖出
2024-02-02 09:30:00,511880.XSHG,900,100.275,90247.5,27.07,0.0,27.07,买入
2024-02-05 09:30:00,511880.XSHG,-900,100.284,90255.6,27.08,0.0,27.08,卖出
2024-02-05 09:30:00,511880.XSHG,900,100.284,90255.6,27.08,0.0,27.08,买入
2024-02-06 09:30:00,511880.XSHG,-900,100.29,90261.0,27.08,0.0,27.08,卖出
2024-02-06 09:30:00,511880.XSHG,900,100.29,90261.0,27.08,0.0,27.08,买入
2024-02-07 09:30:00,511880.XSHG,-900,100.281,90252.90000000001,27.08,0.0,27.08,卖出
2024-02-07 09:30:00,511880.XSHG,900,100.281,90252.90000000001,27.08,0.0,27.08,买入
2024-02-08 09:30:00,511880.XSHG,-900,100.336,90302.4,27.09,0.0,27.09,卖出
2024-02-08 09:30:00,511880.XSHG,900,100.336,90302.4,27.09,0.0,27.09,买入
2024-02-19 09:30:00,511880.XSHG,-900,100.348,90313.2,27.09,0.0,27.09,卖出
2024-02-19 09:30:00,511880.XSHG,900,100.348,90313.2,27.09,0.0,27.09,买入
2024-02-20 09:30:00,511880.XSHG,-900,100.35,90315.0,27.09,0.0,27.09,卖出
2024-02-20 09:30:00,511880.XSHG,900,100.35,90315.0,27.09,0.0,27.09,买入
2024-02-21 09:30:00,511880.XSHG,-900,100.359,90323.09999999999,27.1,0.0,27.1,卖出
2024-02-21 09:30:00,511880.XSHG,900,100.359,90323.09999999999,27.1,0.0,27.1,买入
2024-02-22 09:30:00,511880.XSHG,-900,100.358,90322.2,27.1,0.0,27.1,卖出
2024-02-22 09:30:00,511880.XSHG,900,100.358,90322.2,27.1,0.0,27.1,买入
2024-02-23 09:30:00,511880.XSHG,-900,100.37,90333.0,27.1,0.0,27.1,卖出
2024-02-23 09:30:00,511880.XSHG,900,100.37,90333.0,27.1,0.0,27.1,买入
2024-02-26 09:30:00,511880.XSHG,-900,100.375,90337.5,27.1,0.0,27.1,卖出
2024-02-26 09:30:00,511880.XSHG,900,100.375,90337.5,27.1,0.0,27.1,买入
2024-02-27 09:30:00,511880.XSHG,-900,100.382,90343.8,27.1,0.0,27.1,卖出
2024-02-27 09:30:00,511880.XSHG,900,100.382,90343.8,27.1,0.0,27.1,买入
2024-02-28 09:30:00,511880.XSHG,-900,100.381,90342.9,27.1,0.0,27.1,卖出
2024-02-28 09:30:00,511880.XSHG,900,100.381,90342.9,27.1,0.0,27.1,买入
2024-02-29 09:30:00,511880.XSHG,-900,100.371,90333.9,27.1,0.0,27.1,卖出
2024-02-29 09:30:00,511880.XSHG,900,100.371,90333.9,27.1,0.0,27.1,买入
2024-03-01 09:30:00,511880.XSHG,-900,100.401,90360.9,27.11,0.0,27.11,卖出
2024-03-01 09:30:00,511880.XSHG,900,100.401,90360.9,27.11,0.0,27.11,买入
2024-03-04 09:30:00,511880.XSHG,-900,100.415,90373.5,27.11,0.0,27.11,卖出
2024-03-04 09:30:00,511880.XSHG,900,100.415,90373.5,27.11,0.0,27.11,买入
2024-03-05 09:30:00,511880.XSHG,-900,100.421,90378.90000000001,27.11,0.0,27.11,卖出
2024-03-05 09:30:00,511880.XSHG,900,100.421,90378.90000000001,27.11,0.0,27.11,买入
2024-03-06 09:30:00,511880.XSHG,-900,100.43,90387.0,27.12,0.0,27.12,卖出
2024-03-06 09:30:00,511880.XSHG,900,100.43,90387.0,27.12,0.0,27.12,买入
2024-03-07 09:30:00,511880.XSHG,-900,100.431,90387.9,27.12,0.0,27.12,卖出
2024-03-07 09:30:00,511880.XSHG,900,100.431,90387.9,27.12,0.0,27.12,买入
2024-03-08 09:30:00,511880.XSHG,-900,100.445,90400.5,27.12,0.0,27.12,卖出
2024-03-08 09:30:00,511880.XSHG,900,100.445,90400.5,27.12,0.0,27.12,买入
2024-03-11 09:30:00,511880.XSHG,-900,100.448,90403.2,27.12,0.0,27.12,卖出
2024-03-11 09:30:00,511880.XSHG,900,100.448,90403.2,27.12,0.0,27.12,买入
2024-03-12 09:30:00,511880.XSHG,-900,100.451,90405.9,27.12,0.0,27.12,卖出
2024-03-12 09:30:00,511880.XSHG,900,100.451,90405.9,27.12,0.0,27.12,买入
2024-03-13 09:30:00,511880.XSHG,-900,100.449,90404.09999999999,27.12,0.0,27.12,卖出
2024-03-13 09:30:00,511880.XSHG,900,100.449,90404.09999999999,27.12,0.0,27.12,买入
2024-03-14 09:30:00,511880.XSHG,-900,100.452,90406.8,27.12,0.0,27.12,卖出
2024-03-14 09:30:00,511880.XSHG,900,100.452,90406.8,27.12,0.0,27.12,买入
2024-03-15 09:30:00,511880.XSHG,-900,100.478,90430.2,27.13,0.0,27.13,卖出
2024-03-15 09:30:00,511880.XSHG,900,100.478,90430.2,27.13,0.0,27.13,买入
2024-03-18 09:30:00,511880.XSHG,-900,100.483,90434.7,27.13,0.0,27.13,卖出
2024-03-18 09:30:00,511880.XSHG,900,100.483,90434.7,27.13,0.0,27.13,买入
2024-03-19 09:30:00,511880.XSHG,-900,100.486,90437.40000000001,27.13,0.0,27.13,卖出
2024-03-19 09:30:00,511880.XSHG,900,100.486,90437.40000000001,27.13,0.0,27.13,买入
2024-03-20 09:30:00,511880.XSHG,-900,100.49,90441.0,27.13,0.0,27.13,卖出
2024-03-20 09:30:00,511880.XSHG,900,100.49,90441.0,27.13,0.0,27.13,买入
2024-03-21 09:30:00,511880.XSHG,-900,100.495,90445.5,27.13,0.0,27.13,卖出
2024-03-21 09:30:00,511880.XSHG,900,100.495,90445.5,27.13,0.0,27.13,买入
2024-03-22 09:30:00,511880.XSHG,-900,100.515,90463.5,27.14,0.0,27.14,卖出
2024-03-22 09:30:00,511880.XSHG,900,100.515,90463.5,27.14,0.0,27.14,买入
2024-03-25 09:30:00,511880.XSHG,-900,100.517,90465.3,27.14,0.0,27.14,卖出
2024-03-25 09:30:00,511880.XSHG,900,100.517,90465.3,27.14,0.0,27.14,买入
2024-03-26 09:30:00,511880.XSHG,-900,100.526,90473.4,27.14,0.0,27.14,卖出
2024-03-26 09:30:00,511880.XSHG,900,100.526,90473.4,27.14,0.0,27.14,买入
2024-03-27 09:30:00,511880.XSHG,-900,100.531,90477.90000000001,27.14,0.0,27.14,卖出
2024-03-27 09:30:00,511880.XSHG,900,100.531,90477.90000000001,27.14,0.0,27.14,买入
2024-03-28 09:30:00,511880.XSHG,-900,100.519,90467.1,27.14,0.0,27.14,卖出
2024-03-28 09:30:00,511880.XSHG,900,100.519,90467.1,27.14,0.0,27.14,买入
2024-03-29 09:30:00,511880.XSHG,-900,100.546,90491.40000000001,27.15,0.0,27.15,卖出
2024-03-29 09:30:00,511880.XSHG,900,100.546,90491.40000000001,27.15,0.0,27.15,买入
2024-04-01 09:30:00,511880.XSHG,-900,100.562,90505.8,27.15,0.0,27.15,卖出
2024-04-01 09:30:00,511880.XSHG,900,100.562,90505.8,27.15,0.0,27.15,买入
2024-04-02 09:30:00,511880.XSHG,-900,100.566,90509.40000000001,27.15,0.0,27.15,卖出
2024-04-02 09:30:00,511880.XSHG,900,100.566,90509.40000000001,27.15,0.0,27.15,买入
2024-04-03 09:30:00,511880.XSHG,-900,100.599,90539.1,27.16,0.0,27.16,卖出
2024-04-03 09:30:00,511880.XSHG,900,100.599,90539.1,27.16,0.0,27.16,买入
2024-04-08 09:30:00,511880.XSHG,-900,100.616,90554.4,27.17,0.0,27.17,卖出
2024-04-08 09:30:00,511880.XSHG,900,100.616,90554.4,27.17,0.0,27.17,买入
2024-04-09 09:30:00,511880.XSHG,-900,100.617,90555.3,27.17,0.0,27.17,卖出
2024-04-09 09:30:00,511880.XSHG,900,100.617,90555.3,27.17,0.0,27.17,买入
2024-04-10 09:30:00,511880.XSHG,-900,100.615,90553.5,27.17,0.0,27.17,卖出
2024-04-10 09:30:00,511880.XSHG,900,100.615,90553.5,27.17,0.0,27.17,买入
2024-04-11 09:30:00,511880.XSHG,-900,100.62,90558.0,27.17,0.0,27.17,卖出
2024-04-11 09:30:00,511880.XSHG,900,100.62,90558.0,27.17,0.0,27.17,买入
2024-04-12 09:30:00,511880.XSHG,-900,100.617,90555.3,27.17,0.0,27.17,卖出
2024-04-12 09:30:00,511880.XSHG,900,100.617,90555.3,27.17,0.0,27.17,买入
2024-04-15 09:30:00,511880.XSHG,-900,100.622,90559.8,27.17,0.0,27.17,卖出
2024-04-15 09:30:00,511880.XSHG,900,100.622,90559.8,27.17,0.0,27.17,买入
2024-04-16 09:30:00,511880.XSHG,-900,100.624,90561.59999999999,27.17,0.0,27.17,卖出
2024-04-16 09:30:00,511880.XSHG,900,100.624,90561.59999999999,27.17,0.0,27.17,买入
2024-04-17 09:30:00,511880.XSHG,-900,100.628,90565.2,27.17,0.0,27.17,卖出
2024-04-17 09:30:00,511880.XSHG,900,100.628,90565.2,27.17,0.0,27.17,买入
2024-04-18 09:30:00,511880.XSHG,-900,100.63,90567.0,27.17,0.0,27.17,卖出
2024-04-18 09:30:00,511880.XSHG,900,100.63,90567.0,27.17,0.0,27.17,买入
2024-04-19 09:30:00,511880.XSHG,-900,100.649,90584.1,27.18,0.0,27.18,卖出
2024-04-19 09:30:00,511880.XSHG,900,100.649,90584.1,27.18,0.0,27.18,买入
2024-04-22 09:30:00,511880.XSHG,-900,100.65,90585.0,27.18,0.0,27.18,卖出
2024-04-22 09:30:00,511880.XSHG,900,100.65,90585.0,27.18,0.0,27.18,买入
2024-04-23 09:30:00,511880.XSHG,-900,100.654,90588.59999999999,27.18,0.0,27.18,卖出
2024-04-23 09:30:00,511880.XSHG,900,100.654,90588.59999999999,27.18,0.0,27.18,买入
2024-04-24 09:30:00,511880.XSHG,-900,100.659,90593.1,27.18,0.0,27.18,卖出
2024-04-24 09:30:00,511880.XSHG,900,100.659,90593.1,27.18,0.0,27.18,买入
2024-04-25 09:30:00,511880.XSHG,-900,100.659,90593.1,27.18,0.0,27.18,卖出
2024-04-25 09:30:00,511880.XSHG,900,100.659,90593.1,27.18,0.0,27.18,买入
2024-04-26 09:30:00,511880.XSHG,-900,100.675,90607.5,27.18,0.0,27.18,卖出
2024-04-26 09:30:00,511880.XSHG,900,100.675,90607.5,27.18,0.0,27.18,买入
2024-04-29 09:30:00,511880.XSHG,-900,100.668,90601.20000000001,27.18,0.0,27.18,卖出
2024-04-29 09:30:00,511880.XSHG,900,100.668,90601.20000000001,27.18,0.0,27.18,买入
2024-04-30 09:30:00,511880.XSHG,-900,100.698,90628.2,27.19,0.0,27.19,卖出
2024-04-30 09:30:00,511880.XSHG,900,100.698,90628.2,27.19,0.0,27.19,买入
2024-05-06 09:30:00,511880.XSHG,-900,100.703,90632.7,27.19,0.0,27.19,卖出
2024-05-06 09:30:00,511880.XSHG,900,100.703,90632.7,27.19,0.0,27.19,买入
2024-05-07 09:30:00,511880.XSHG,-900,100.713,90641.7,27.19,0.0,27.19,卖出
2024-05-07 09:30:00,511880.XSHG,900,100.713,90641.7,27.19,0.0,27.19,买入
2024-05-08 09:30:00,511880.XSHG,-900,100.719,90647.09999999999,27.19,0.0,27.19,卖出
2024-05-08 09:30:00,511880.XSHG,900,100.719,90647.09999999999,27.19,0.0,27.19,买入
2024-05-09 09:30:00,511880.XSHG,-900,100.724,90651.6,27.2,0.0,27.2,卖出
2024-05-09 09:30:00,511880.XSHG,900,100.724,90651.6,27.2,0.0,27.2,买入
2024-05-10 09:30:00,511880.XSHG,-900,100.731,90657.9,27.2,0.0,27.2,卖出
2024-05-10 09:30:00,511880.XSHG,900,100.731,90657.9,27.2,0.0,27.2,买入
2024-05-13 09:30:00,511880.XSHG,-900,100.739,90665.1,27.2,0.0,27.2,卖出
2024-05-13 09:30:00,511880.XSHG,900,100.739,90665.1,27.2,0.0,27.2,买入
2024-05-14 09:30:00,511880.XSHG,-900,100.743,90668.7,27.2,0.0,27.2,卖出
2024-05-14 09:30:00,511880.XSHG,900,100.743,90668.7,27.2,0.0,27.2,买入
2024-05-15 09:30:00,511880.XSHG,-900,100.748,90673.2,27.2,0.0,27.2,卖出
2024-05-15 09:30:00,511880.XSHG,900,100.748,90673.2,27.2,0.0,27.2,买入
2024-05-16 09:30:00,511880.XSHG,-900,100.751,90675.90000000001,27.2,0.0,27.2,卖出
2024-05-16 09:30:00,511880.XSHG,900,100.751,90675.90000000001,27.2,0.0,27.2,买入
2024-05-17 09:30:00,511880.XSHG,-900,100.764,90687.59999999999,27.21,0.0,27.21,卖出
2024-05-17 09:30:00,511880.XSHG,900,100.764,90687.59999999999,27.21,0.0,27.21,买入
2024-05-20 09:30:00,511880.XSHG,-900,100.761,90684.9,27.21,0.0,27.21,卖出
2024-05-20 09:30:00,511880.XSHG,900,100.761,90684.9,27.21,0.0,27.21,买入
2024-05-21 09:30:00,511880.XSHG,-900,100.767,90690.3,27.21,0.0,27.21,卖出
2024-05-21 09:30:00,511880.XSHG,900,100.767,90690.3,27.21,0.0,27.21,买入
2024-05-22 09:30:00,511880.XSHG,-900,100.776,90698.4,27.21,0.0,27.21,卖出
2024-05-22 09:30:00,511880.XSHG,900,100.776,90698.4,27.21,0.0,27.21,买入
2024-05-23 09:30:00,511880.XSHG,-900,100.78,90702.0,27.21,0.0,27.21,卖出
2024-05-23 09:30:00,511880.XSHG,900,100.78,90702.0,27.21,0.0,27.21,买入
2024-05-24 09:30:00,511880.XSHG,-900,100.797,90717.3,27.22,0.0,27.22,卖出
2024-05-24 09:30:00,511880.XSHG,900,100.797,90717.3,27.22,0.0,27.22,买入
2024-05-27 09:30:00,511880.XSHG,-900,100.805,90724.5,27.22,0.0,27.22,卖出
2024-05-27 09:30:00,511880.XSHG,900,100.805,90724.5,27.22,0.0,27.22,买入
2024-05-28 09:30:00,511880.XSHG,-900,100.808,90727.20000000001,27.22,0.0,27.22,卖出
2024-05-28 09:30:00,511880.XSHG,900,100.808,90727.20000000001,27.22,0.0,27.22,买入
2024-05-29 09:30:00,511880.XSHG,-900,100.81,90729.0,27.22,0.0,27.22,卖出
2024-05-29 09:30:00,511880.XSHG,900,100.81,90729.0,27.22,0.0,27.22,买入
2024-05-30 09:30:00,511880.XSHG,-900,100.808,90727.20000000001,27.22,0.0,27.22,卖出
2024-05-30 09:30:00,511880.XSHG,900,100.808,90727.20000000001,27.22,0.0,27.22,买入
2024-05-31 09:30:00,511880.XSHG,-900,100.824,90741.59999999999,27.22,0.0,27.22,卖出
2024-05-31 09:30:00,511880.XSHG,900,100.824,90741.59999999999,27.22,0.0,27.22,买入
2024-06-03 09:30:00,511880.XSHG,-900,100.825,90742.5,27.22,0.0,27.22,卖出
2024-06-03 09:30:00,511880.XSHG,900,100.825,90742.5,27.22,0.0,27.22,买入
2024-06-04 09:30:00,511880.XSHG,-900,100.835,90751.5,27.23,0.0,27.23,卖出
2024-06-04 09:30:00,511880.XSHG,900,100.835,90751.5,27.23,0.0,27.23,买入
2024-06-05 09:30:00,511880.XSHG,-900,100.838,90754.2,27.23,0.0,27.23,卖出
2024-06-05 09:30:00,511880.XSHG,900,100.838,90754.2,27.23,0.0,27.23,买入
2024-06-06 09:30:00,511880.XSHG,-900,100.844,90759.59999999999,27.23,0.0,27.23,卖出
2024-06-06 09:30:00,511880.XSHG,900,100.844,90759.59999999999,27.23,0.0,27.23,买入
2024-06-07 09:30:00,511880.XSHG,-900,100.86,90774.0,27.23,0.0,27.23,卖出
2024-06-07 09:30:00,511880.XSHG,900,100.86,90774.0,27.23,0.0,27.23,买入
2024-06-11 09:30:00,511880.XSHG,-900,100.863,90776.7,27.23,0.0,27.23,卖出
2024-06-11 09:30:00,511880.XSHG,900,100.863,90776.7,27.23,0.0,27.23,买入
2024-06-12 09:30:00,511880.XSHG,-900,100.865,90778.5,27.23,0.0,27.23,卖出
2024-06-12 09:30:00,511880.XSHG,900,100.865,90778.5,27.23,0.0,27.23,买入
2024-06-13 09:30:00,511880.XSHG,-900,100.866,90779.4,27.23,0.0,27.23,卖出
2024-06-13 09:30:00,511880.XSHG,900,100.866,90779.4,27.23,0.0,27.23,买入
2024-06-14 09:30:00,511880.XSHG,-900,100.878,90790.2,27.24,0.0,27.24,卖出
2024-06-14 09:30:00,511880.XSHG,900,100.878,90790.2,27.24,0.0,27.24,买入
2024-06-17 09:30:00,511880.XSHG,-900,100.881,90792.9,27.24,0.0,27.24,卖出
2024-06-17 09:30:00,511880.XSHG,900,100.881,90792.9,27.24,0.0,27.24,买入
2024-06-18 09:30:00,511880.XSHG,-900,100.887,90798.3,27.24,0.0,27.24,卖出
2024-06-18 09:30:00,511880.XSHG,900,100.887,90798.3,27.24,0.0,27.24,买入
2024-06-19 09:30:00,511880.XSHG,-900,100.891,90801.90000000001,27.24,0.0,27.24,卖出
2024-06-19 09:30:00,511880.XSHG,900,100.891,90801.90000000001,27.24,0.0,27.24,买入
2024-06-20 09:30:00,511880.XSHG,-900,100.897,90807.3,27.24,0.0,27.24,卖出
2024-06-20 09:30:00,511880.XSHG,900,100.897,90807.3,27.24,0.0,27.24,买入
2024-06-21 09:30:00,511880.XSHG,-900,100.908,90817.2,27.25,0.0,27.25,卖出
2024-06-21 09:30:00,511880.XSHG,900,100.908,90817.2,27.25,0.0,27.25,买入
2024-06-24 09:30:00,511880.XSHG,-900,100.909,90818.1,27.25,0.0,27.25,卖出
2024-06-24 09:30:00,511880.XSHG,900,100.909,90818.1,27.25,0.0,27.25,买入
2024-06-25 09:30:00,511880.XSHG,-900,100.916,90824.4,27.25,0.0,27.25,卖出
2024-06-25 09:30:00,511880.XSHG,900,100.916,90824.4,27.25,0.0,27.25,买入
2024-06-26 09:30:00,511880.XSHG,-900,100.916,90824.4,27.25,0.0,27.25,卖出
2024-06-26 09:30:00,511880.XSHG,900,100.916,90824.4,27.25,0.0,27.25,买入
2024-06-27 09:30:00,511880.XSHG,-900,100.919,90827.09999999999,27.25,0.0,27.25,卖出
2024-06-27 09:30:00,511880.XSHG,900,100.919,90827.09999999999,27.25,0.0,27.25,买入
2024-06-28 09:30:00,511880.XSHG,-900,100.934,90840.59999999999,27.25,0.0,27.25,卖出
2024-06-28 09:30:00,511880.XSHG,900,100.934,90840.59999999999,27.25,0.0,27.25,买入
2024-07-01 09:30:00,511880.XSHG,-900,100.939,90845.09999999999,27.25,0.0,27.25,卖出
2024-07-01 09:30:00,511880.XSHG,900,100.939,90845.09999999999,27.25,0.0,27.25,买入
2024-07-02 09:30:00,511880.XSHG,-900,100.95,90855.0,27.26,0.0,27.26,卖出
2024-07-02 09:30:00,511880.XSHG,900,100.95,90855.0,27.26,0.0,27.26,买入
2024-07-03 09:30:00,511880.XSHG,-900,100.967,90870.3,27.26,0.0,27.26,卖出
2024-07-03 09:30:00,511880.XSHG,900,100.967,90870.3,27.26,0.0,27.26,买入
2024-07-04 09:30:00,511880.XSHG,-900,100.959,90863.1,27.26,0.0,27.26,卖出
2024-07-04 09:30:00,511880.XSHG,900,100.959,90863.1,27.26,0.0,27.26,买入
2024-07-05 09:30:00,511880.XSHG,-900,100.966,90869.4,27.26,0.0,27.26,卖出
2024-07-05 09:30:00,511880.XSHG,900,100.966,90869.4,27.26,0.0,27.26,买入
2024-07-08 09:30:00,511880.XSHG,-900,100.971,90873.90000000001,27.26,0.0,27.26,卖出
2024-07-08 09:30:00,511880.XSHG,900,100.971,90873.90000000001,27.26,0.0,27.26,买入
2024-07-09 09:30:00,511880.XSHG,-900,100.973,90875.7,27.26,0.0,27.26,卖出
2024-07-09 09:30:00,511880.XSHG,900,100.973,90875.7,27.26,0.0,27.26,买入
2024-07-10 09:30:00,511880.XSHG,-900,100.973,90875.7,27.26,0.0,27.26,卖出
2024-07-10 09:30:00,511880.XSHG,900,100.973,90875.7,27.26,0.0,27.26,买入
2024-07-11 09:30:00,511880.XSHG,-900,100.974,90876.6,27.26,0.0,27.26,卖出
2024-07-11 09:30:00,511880.XSHG,900,100.974,90876.6,27.26,0.0,27.26,买入
2024-07-12 09:30:00,511880.XSHG,-900,100.985,90886.5,27.27,0.0,27.27,卖出
2024-07-12 09:30:00,511880.XSHG,900,100.985,90886.5,27.27,0.0,27.27,买入
2024-07-15 09:30:00,511880.XSHG,-900,100.993,90893.7,27.27,0.0,27.27,卖出
2024-07-15 09:30:00,511880.XSHG,900,100.993,90893.7,27.27,0.0,27.27,买入
2024-07-16 09:30:00,511880.XSHG,-900,100.998,90898.2,27.27,0.0,27.27,卖出
2024-07-16 09:30:00,511880.XSHG,900,100.998,90898.2,27.27,0.0,27.27,买入
2024-07-17 09:30:00,511880.XSHG,-900,101.0,90900.0,27.27,0.0,27.27,卖出
2024-07-17 09:30:00,511880.XSHG,900,101.0,90900.0,27.27,0.0,27.27,买入
2024-07-18 09:30:00,511880.XSHG,-900,101.001,90900.90000000001,27.27,0.0,27.27,卖出
2024-07-18 09:30:00,511880.XSHG,900,101.001,90900.90000000001,27.27,0.0,27.27,买入
2024-07-19 09:30:00,511880.XSHG,-900,101.013,90911.70000000001,27.27,0.0,27.27,卖出
2024-07-19 09:30:00,511880.XSHG,900,101.013,90911.70000000001,27.27,0.0,27.27,买入
2024-07-22 09:30:00,511880.XSHG,-900,101.016,90914.40000000001,27.27,0.0,27.27,卖出
2024-07-22 09:30:00,511880.XSHG,900,101.016,90914.40000000001,27.27,0.0,27.27,买入
2024-07-23 09:30:00,511880.XSHG,-900,101.018,90916.2,27.27,0.0,27.27,卖出
2024-07-23 09:30:00,511880.XSHG,900,101.018,90916.2,27.27,0.0,27.27,买入
2024-07-24 09:30:00,511880.XSHG,-900,101.023,90920.7,27.28,0.0,27.28,卖出
2024-07-24 09:30:00,511880.XSHG,900,101.023,90920.7,27.28,0.0,27.28,买入
2024-07-25 09:30:00,511880.XSHG,-900,101.026,90923.4,27.28,0.0,27.28,卖出
2024-07-25 09:30:00,511880.XSHG,900,101.026,90923.4,27.28,0.0,27.28,买入
2024-07-26 09:30:00,511880.XSHG,-900,101.036,90932.4,27.28,0.0,27.28,卖出
2024-07-26 09:30:00,511880.XSHG,900,101.036,90932.4,27.28,0.0,27.28,买入
2024-07-29 09:30:00,511880.XSHG,-900,101.038,90934.2,27.28,0.0,27.28,卖出
2024-07-29 09:30:00,511880.XSHG,900,101.038,90934.2,27.28,0.0,27.28,买入
2024-07-30 09:30:00,511880.XSHG,-900,101.044,90939.59999999999,27.28,0.0,27.28,卖出
2024-07-30 09:30:00,511880.XSHG,900,101.044,90939.59999999999,27.28,0.0,27.28,买入
2024-07-31 09:30:00,511880.XSHG,-900,101.047,90942.3,27.28,0.0,27.28,卖出
2024-07-31 09:30:00,511880.XSHG,900,101.047,90942.3,27.28,0.0,27.28,买入
2024-08-01 09:30:00,511880.XSHG,-900,101.045,90940.5,27.28,0.0,27.28,卖出
2024-08-01 09:30:00,511880.XSHG,900,101.045,90940.5,27.28,0.0,27.28,买入
2024-08-02 09:30:00,511880.XSHG,-900,101.065,90958.5,27.29,0.0,27.29,卖出
2024-08-02 09:30:00,511880.XSHG,900,101.065,90958.5,27.29,0.0,27.29,买入
2024-08-05 09:30:00,511880.XSHG,-900,101.071,90963.9,27.29,0.0,27.29,卖出
2024-08-05 09:30:00,511880.XSHG,900,101.071,90963.9,27.29,0.0,27.29,买入
2024-08-06 09:30:00,511880.XSHG,-900,101.076,90968.4,27.29,0.0,27.29,卖出
