时间,标的,数量,价格,金额,手续费,印花税,总费用,方向
2024-01-02 09:30:00,511880.XSHG,900,100.094,90084.59999999999,27.03,0.0,27.03,买入
2024-01-03 09:30:00,511880.XSHG,-900,100.114,90102.6,27.03,0.0,27.03,卖出
2024-01-03 09:30:00,511880.XSHG,900,100.114,90102.6,27.03,0.0,27.03,买入
2024-01-04 09:30:00,511880.XSHG,-900,100.113,90101.7,27.03,0.0,27.03,卖出
2024-01-04 09:30:00,511880.XSHG,900,100.113,90101.7,27.03,0.0,27.03,买入
2024-01-05 09:30:00,511880.XSHG,-900,100.136,90122.4,27.04,0.0,27.04,卖出
2024-01-05 09:30:00,511880.XSHG,900,100.136,90122.4,27.04,0.0,27.04,买入
2024-01-08 09:30:00,511880.XSHG,-900,100.137,90123.3,27.04,0.0,27.04,卖出
2024-01-08 09:30:00,511880.XSHG,900,100.137,90123.3,27.04,0.0,27.04,买入
2024-01-09 09:30:00,511880.XSHG,-900,100.138,90124.20000000001,27.04,0.0,27.04,卖出
2024-01-09 09:30:00,511880.XSHG,900,100.138,90124.20000000001,27.04,0.0,27.04,买入
2024-01-10 09:30:00,511880.XSHG,-900,100.149,90134.1,27.04,0.0,27.04,卖出
2024-01-10 09:30:00,511880.XSHG,900,100.149,90134.1,27.04,0.0,27.04,买入
2024-01-11 09:30:00,511880.XSHG,-900,100.151,90135.9,27.04,0.0,27.04,卖出
2024-01-11 09:30:00,511880.XSHG,900,100.151,90135.9,27.04,0.0,27.04,买入
2024-01-12 09:30:00,511880.XSHG,-900,100.165,90148.5,27.04,0.0,27.04,卖出
2024-01-12 09:30:00,511880.XSHG,900,100.165,90148.5,27.04,0.0,27.04,买入
2024-01-15 09:30:00,511880.XSHG,-900,100.176,90158.40000000001,27.05,0.0,27.05,卖出
2024-01-15 09:30:00,511880.XSHG,900,100.176,90158.40000000001,27.05,0.0,27.05,买入
2024-01-16 09:30:00,511880.XSHG,-900,100.181,90162.9,27.05,0.0,27.05,卖出
2024-01-16 09:30:00,511880.XSHG,900,100.181,90162.9,27.05,0.0,27.05,买入
2024-01-17 09:30:00,511880.XSHG,-900,100.179,90161.1,27.05,0.0,27.05,卖出
2024-01-17 09:30:00,511880.XSHG,900,100.179,90161.1,27.05,0.0,27.05,买入
2024-01-18 09:30:00,511880.XSHG,-900,100.181,90162.9,27.05,0.0,27.05,卖出
2024-01-18 09:30:00,511880.XSHG,900,100.181,90162.9,27.05,0.0,27.05,买入
2024-01-19 09:30:00,511880.XSHG,-900,100.199,90179.09999999999,27.05,0.0,27.05,卖出
2024-01-19 09:30:00,511880.XSHG,900,100.199,90179.09999999999,27.05,0.0,27.05,买入
2024-01-22 09:30:00,511880.XSHG,-900,100.209,90188.1,27.06,0.0,27.06,卖出
